name_a,name_b,score,ortho_sim,phon_sim,manual_review_ok
Flexibac,Rhinil,0.2986,0.1250,0.4722,
Flexibac,Sergel,0.2986,0.1250,0.4722,
Bicozin,Flexilax,0.2976,0.0000,0.5952,
Flexilax,M-Kast,0.2976,0.0000,0.5952,
Alatrol,Baclofen,0.2958,0.1250,0.4667,
Alatrol,Cetisoft,0.2958,0.1250,0.4667,
Baclofen,Cetisoft,0.2958,0.1250,0.4667,
Baclofen,Flugal,0.2958,0.1250,0.4667,
Baclofen,Maxpro,0.2958,0.1250,0.4667,
Baclofen,Omastin,0.2958,0.1250,0.4667,
Bacmax,Candinil,0.2958,0.1250,0.4667,
Candinil,Cetisoft,0.2958,0.1250,0.4667,
Candinil,Dinafex,0.2958,0.1250,0.4667,
Candinil,Maxpro,0.2958,0.1250,0.4667,
Candinil,Nexum,0.2958,0.1250,0.4667,
Cetisoft,Maxpro,0.2958,0.1250,0.4667,
Cetisoft,Nexcap,0.2958,0.1250,0.4667,
Dinafex,Rivotril,0.2958,0.1250,0.4667,
M-Kast,Tridosil,0.2958,0.1250,0.4667,
Maxpro,Rivotril,0.2958,0.1250,0.4667,
Montex,Rivotril,0.2958,0.1250,0.4667,
Amodis,Flexilax,0.2946,0.1250,0.4643,
Disopan,Flexilax,0.2946,0.1250,0.4643,
Flexilax,Ketocon,0.2946,0.1250,0.4643,
Flexilax,Sergel,0.2946,0.1250,0.4643,
Baclon,Napa Extend,0.2946,0.1818,0.4074,
Metsina,Napa Extend,0.2946,0.1818,0.4074,
Ace,Disopan,0.2917,0.0000,0.5833,
Ace,Esoral,0.2917,0.0000,0.5833,
Ace,Etizin,0.2917,0.0000,0.5833,
Ace,Exium,0.2917,0.0000,0.5833,
Ace,Fixal,0.2917,0.0000,0.5833,
Ace,Ketozol,0.2917,0.0000,0.5833,
Ace,Metsina,0.2917,0.0000,0.5833,
Ace,Nexum,0.2917,0.0000,0.5833,
Ace,Zithrin,0.2917,0.0000,0.5833,
Napa,Opton,0.2917,0.0000,0.5833,
Napa,Progut,0.2917,0.0000,0.5833,
Ritch,Sergel,0.2917,0.0000,0.5833,
Alatrol,Flexibac,0.2903,0.1250,0.4556,
Atrizin,Flexibac,0.2903,0.1250,0.4556,
Candinil,Flexibac,0.2903,0.1250,0.4556,
Cetisoft,Flexibac,0.2903,0.1250,0.4556,
Fexofast,Rivotril,0.2903,0.1250,0.4556,
Flexibac,Montex,0.2889,0.0000,0.5778,
Atrizin,Flexilax,0.2863,0.1250,0.4476,
Cetisoft,Flexilax,0.2863,0.1250,0.4476,
Beklo,Napa Extend,0.2862,0.0909,0.4815,
Lumona,Napa Extend,0.2862,0.0909,0.4815,
Napa Extend,Renova,0.2862,0.0909,0.4815,
Napa Extend,Vifas,0.2862,0.0909,0.4815,
Azithrocin,Canazole,0.2861,0.1000,0.4722,
Azithrocin,Dancel,0.2861,0.1000,0.4722,
Azithrocin,Exium,0.2861,0.1000,0.4722,
Azithrocin,Fixal,0.2861,0.1000,0.4722,
Azithrocin,Maxima,0.2861,0.1000,0.4722,
Azithrocin,Montene,0.2861,0.1000,0.4722,
Azithrocin,Nidazyl,0.2861,0.1000,0.4722,
Ace,Esonix,0.2833,0.0000,0.5667,
Flexilax,Rivotril,0.2810,0.0000,0.5619,
Flexilax,Tridosil,0.2810,0.0000,0.5619,
Candinil,Nexcap,0.2792,0.1250,0.4333,
Omastin,Tridosil,0.2792,0.1250,0.4333,
Azithrocin,Candinil,0.2778,0.1000,0.4556,
Azithrocin,Denixil,0.2778,0.1000,0.4556,
Azithrocin,Dinafex,0.2778,0.1000,0.4556,
Azithrocin,Montex,0.2778,0.1000,0.4556,
Azithrocin,Nexcap,0.2778,0.1000,0.4556,
Azithrocin,Telfast,0.2778,0.1000,0.4556,
Aceta,Etizin,0.2778,0.0000,0.5556,
Aceta,Nidazyl,0.2778,0.0000,0.5556,
Azithrocin,Fexofast,0.2778,0.0000,0.5556,
Bacaid,Fexo,0.2778,0.0000,0.5556,
Beklo,Flugal,0.2778,0.0000,0.5556,
Conaz,Fexo,0.2778,0.0000,0.5556,
Diflu,Tamen,0.2778,0.0000,0.5556,
Fexo,Monas,0.2778,0.0000,0.5556,
Rozith,Sergel,0.2778,0.0000,0.5556,
Baclon,Flexilax,0.2768,0.1250,0.4286,
Dancel,Flexilax,0.2768,0.1250,0.4286,
Amodis,Napa Extend,0.2723,0.0909,0.4537,
Esoral,Napa Extend,0.2723,0.0909,0.4537,
Ketozol,Napa Extend,0.2723,0.0909,0.4537,
Montair,Napa Extend,0.2723,0.0909,0.4537,
Napa Extend,Odmon,0.2723,0.0909,0.4537,
Napa Extend,Provair,0.2723,0.0909,0.4537,
Napa Extend,Zithrin,0.2723,0.0909,0.4537,
Azithrocin,Flexibac,0.2722,0.1000,0.4444,
Azithrocin,Flexilax,0.2698,0.0000,0.5397,
Esonix,Flexibac,0.2681,0.1250,0.4111,
Candinil,Napa Extend,0.2640,0.0909,0.4370,
Aceta,Exium,0.2639,0.0000,0.5278,
Aceta,Fixal,0.2639,0.0000,0.5278,
Aceta,Flamyd,0.2639,0.0000,0.5278,
Aceta,Nexum,0.2639,0.0000,0.5278,
Aceta,Odmon,0.2639,0.0000,0.5278,
Aceta,Opton,0.2639,0.0000,0.5278,
Aceta,Progut,0.2639,0.0000,0.5278,
Aceta,Romycin,0.2639,0.0000,0.5278,
Aceta,Sergel,0.2639,0.0000,0.5278,
Aceta,Zithrin,0.2639,0.0000,0.5278,
Amodis,Fexo,0.2639,0.0000,0.5278,
Azyth,Bicozin,0.2639,0.0000,0.5278,
Azyth,Disopan,0.2639,0.0000,0.5278,
Azyth,Esoral,0.2639,0.0000,0.5278,
Azyth,Etizin,0.2639,0.0000,0.5278,
Azyth,Exium,0.2639,0.0000,0.5278,
Azyth,Fixal,0.2639,0.0000,0.5278,
Azyth,Ketozol,0.2639,0.0000,0.5278,
Azyth,M-Kast,0.2639,0.0000,0.5278,
Azyth,Metsina,0.2639,0.0000,0.5278,
Azyth,Nexum,0.2639,0.0000,0.5278,
Azyth,Sergel,0.2639,0.0000,0.5278,
Bacaid,Exium,0.2639,0.0000,0.5278,
Bacaid,Filmet,0.2639,0.0000,0.5278,
Bacaid,Flugal,0.2639,0.0000,0.5278,
Bacaid,Montene,0.2639,0.0000,0.5278,
Bacaid,Nexum,0.2639,0.0000,0.5278,
Bacaid,Nizoder,0.2639,0.0000,0.5278,
Bacaid,Odmon,0.2639,0.0000,0.5278,
Bacaid,Opton,0.2639,0.0000,0.5278,
Beklo,Dancel,0.2639,0.0000,0.5278,
Beklo,Esoral,0.2639,0.0000,0.5278,
Beklo,Exium,0.2639,0.0000,0.5278,
Beklo,Filmet,0.2639,0.0000,0.5278,
Beklo,Flamyd,0.2639,0.0000,0.5278,
Beklo,Lucan-R,0.2639,0.0000,0.5278,
Beklo,Maxima,0.2639,0.0000,0.5278,
Beklo,Nidazyl,0.2639,0.0000,0.5278,
Beklo,Progut,0.2639,0.0000,0.5278,
Beklo,Rhinil,0.2639,0.0000,0.5278,
Conaz,Etizin,0.2639,0.0000,0.5278,
Dancel,Fexo,0.2639,0.0000,0.5278,
Dancel,Lumona,0.2639,0.0000,0.5278,
Dancel,Metro,0.2639,0.0000,0.5278,
Dancel,Rozith,0.2639,0.0000,0.5278,
Dancel,Vifas,0.2639,0.0000,0.5278,
Diflu,Esoral,0.2639,0.0000,0.5278,
Diflu,Fenadin,0.2639,0.0000,0.5278,
Diflu,Ketocon,0.2639,0.0000,0.5278,
Diflu,Ketotab,0.2639,0.0000,0.5278,
Diflu,Metsina,0.2639,0.0000,0.5278,
Diflu,Odmon,0.2639,0.0000,0.5278,
Diflu,Provair,0.2639,0.0000,0.5278,
Diflu,Sergel,0.2639,0.0000,0.5278,
Disopan,Metro,0.2639,0.0000,0.5278,
Disopan,Rozith,0.2639,0.0000,0.5278,
Esoral,Rozith,0.2639,0.0000,0.5278,
Etizin,Fexo,0.2639,0.0000,0.5278,
Etizin,Lumona,0.2639,0.0000,0.5278,
Etizin,Monas,0.2639,0.0000,0.5278,
Exium,Monas,0.2639,0.0000,0.5278,
Exium,Vifas,0.2639,0.0000,0.5278,
Fenadin,Lumona,0.2639,0.0000,0.5278,
Fexo,Lucan-R,0.2639,0.0000,0.5278,
Fexo,Nidazyl,0.2639,0.0000,0.5278,
Fexo,Progut,0.2639,0.0000,0.5278,
Fexo,Romycin,0.2639,0.0000,0.5278,
Fixal,Rozith,0.2639,0.0000,0.5278,
Flamyd,Vifas,0.2639,0.0000,0.5278,
Ketozol,Vifas,0.2639,0.0000,0.5278,
Lucan-R,Metro,0.2639,0.0000,0.5278,
Lucan-R,Renova,0.2639,0.0000,0.5278,
Lumona,M-Kast,0.2639,0.0000,0.5278,
Lumona,Rhinil,0.2639,0.0000,0.5278,
Lumona,Zithrin,0.2639,0.0000,0.5278,
M-Kast,Rozith,0.2639,0.0000,0.5278,
M-Kast,Tamen,0.2639,0.0000,0.5278,
Metro,Nidazyl,0.2639,0.0000,0.5278,
Metro,Odmon,0.2639,0.0000,0.5278,
Metro,Progut,0.2639,0.0000,0.5278,
Metro,Provair,0.2639,0.0000,0.5278,
Nexum,Rozith,0.2639,0.0000,0.5278,
Nexum,Vifas,0.2639,0.0000,0.5278,
Nidazyl,Renova,0.2639,0.0000,0.5278,
Nidazyl,Rozith,0.2639,0.0000,0.5278,
Progut,Renova,0.2639,0.0000,0.5278,
Rhinil,Tamen,0.2639,0.0000,0.5278,
Romycin,Vifas,0.2639,0.0000,0.5278,
Aceta,Esonix,0.2556,0.0000,0.5111,
Aceta,Tridosil,0.2556,0.0000,0.5111,
Alatrol,Diflu,0.2556,0.0000,0.5111,
Atrizin,Fexo,0.2556,0.0000,0.5111,
Atrizin,Monas,0.2556,0.0000,0.5111,
Axodin,Beklo,0.2556,0.0000,0.5111,
Axodin,Vifas,0.2556,0.0000,0.5111,
Azyth,Cetisoft,0.2556,0.0000,0.5111,
Azyth,Esonix,0.2556,0.0000,0.5111,
Azyth,Nexcap,0.2556,0.0000,0.5111,
Bacaid,Cetisoft,0.2556,0.0000,0.5111,
Bacaid,Montex,0.2556,0.0000,0.5111,
Bacmax,Fexo,0.2556,0.0000,0.5111,
Bacmax,Lumona,0.2556,0.0000,0.5111,
Beklo,Candinil,0.2556,0.0000,0.5111,
Candinil,Fexo,0.2556,0.0000,0.5111,
Candinil,Metro,0.2556,0.0000,0.5111,
Denixil,Lumona,0.2556,0.0000,0.5111,
Dinafex,Lumona,0.2556,0.0000,0.5111,
Dinafex,Metro,0.2556,0.0000,0.5111,
Esonix,Tamen,0.2556,0.0000,0.5111,
Esonix,Vifas,0.2556,0.0000,0.5111,
Fexo,Omastin,0.2556,0.0000,0.5111,
Lumona,Maxpro,0.2556,0.0000,0.5111,
Lumona,Omastin,0.2556,0.0000,0.5111,
Lumona,Telfast,0.2556,0.0000,0.5111,
Maxpro,Rozith,0.2556,0.0000,0.5111,
Maxpro,Vifas,0.2556,0.0000,0.5111,
Nexcap,Rozith,0.2556,0.0000,0.5111,
Amodis,Dancel,0.2500,0.0000,0.5000,
Amodis,Exium,0.2500,0.0000,0.5000,
Amodis,Fixal,0.2500,0.0000,0.5000,
Amodis,Nexum,0.2500,0.0000,0.5000,
Amodis,Opton,0.2500,0.0000,0.5000,
Azyth,Fexofast,0.2500,0.0000,0.5000,
Azyth,Flexibac,0.2500,0.0000,0.5000,
Backtone,Exium,0.2500,0.0000,0.5000,
Backtone,Filmet,0.2500,0.0000,0.5000,
Backtone,Fixal,0.2500,0.0000,0.5000,
Backtone,Flamyd,0.2500,0.0000,0.5000,
Backtone,Flugal,0.2500,0.0000,0.5000,
Backtone,Nexum,0.2500,0.0000,0.5000,
Backtone,Nidazyl,0.2500,0.0000,0.5000,
Backtone,Rhinil,0.2500,0.0000,0.5000,
Baclon,Esoral,0.2500,0.0000,0.5000,
Baclon,Exium,0.2500,0.0000,0.5000,
Baclon,Filmet,0.2500,0.0000,0.5000,
Baclon,Flamyd,0.2500,0.0000,0.5000,
Baclon,Flugal,0.2500,0.0000,0.5000,
Baclon,Ketotab,0.2500,0.0000,0.5000,
Baclon,M-Kast,0.2500,0.0000,0.5000,
Baclon,Nexum,0.2500,0.0000,0.5000,
Baclon,Nidazyl,0.2500,0.0000,0.5000,
Baclon,Progut,0.2500,0.0000,0.5000,
Baclon,Rhinil,0.2500,0.0000,0.5000,
Baclon,Sergel,0.2500,0.0000,0.5000,
Bicozin,Dancel,0.2500,0.0000,0.5000,
Bicozin,Flugal,0.2500,0.0000,0.5000,
Bicozin,Montene,0.2500,0.0000,0.5000,
Canazole,Disopan,0.2500,0.0000,0.5000,
Canazole,Ketotab,0.2500,0.0000,0.5000,
Canazole,Metsina,0.2500,0.0000,0.5000,
Canazole,Romycin,0.2500,0.0000,0.5000,
Dancel,Exium,0.2500,0.0000,0.5000,
Dancel,Ketotab,0.2500,0.0000,0.5000,
Dancel,M-Kast,0.2500,0.0000,0.5000,
Dancel,Odmon,0.2500,0.0000,0.5000,
Disopan,Exium,0.2500,0.0000,0.5000,
Disopan,Leptic,0.2500,0.0000,0.5000,
Disopan,Lucan-R,0.2500,0.0000,0.5000,
Disopan,M-Kast,0.2500,0.0000,0.5000,
Disopan,Montene,0.2500,0.0000,0.5000,
Disopan,Nexum,0.2500,0.0000,0.5000,
Disopan,Rhinil,0.2500,0.0000,0.5000,
Disopan,Sergel,0.2500,0.0000,0.5000,
Esoral,Lucan-R,0.2500,0.0000,0.5000,
Esoral,M-Kast,0.2500,0.0000,0.5000,
Esoral,Maxima,0.2500,0.0000,0.5000,
Esoral,Nexum,0.2500,0.0000,0.5000,
Esoral,Romycin,0.2500,0.0000,0.5000,
Etizin,Lucan-R,0.2500,0.0000,0.5000,
Etizin,M-Kast,0.2500,0.0000,0.5000,
Etizin,Maxima,0.2500,0.0000,0.5000,
Etizin,Nexum,0.2500,0.0000,0.5000,
Exium,Flamyd,0.2500,0.0000,0.5000,
Exium,Flugal,0.2500,0.0000,0.5000,
Exium,Lucan-R,0.2500,0.0000,0.5000,
Exium,Nidazyl,0.2500,0.0000,0.5000,
Exium,Nizoder,0.2500,0.0000,0.5000,
Exium,Odmon,0.2500,0.0000,0.5000,
Exium,Romycin,0.2500,0.0000,0.5000,
Fenadin,Progut,0.2500,0.0000,0.5000,
Filmet,Ketotab,0.2500,0.0000,0.5000,
Filmet,Lucan-R,0.2500,0.0000,0.5000,
Filmet,Maxima,0.2500,0.0000,0.5000,
Filmet,Montair,0.2500,0.0000,0.5000,
Filmet,Nexum,0.2500,0.0000,0.5000,
Filmet,Opton,0.2500,0.0000,0.5000,
Filmet,Romycin,0.2500,0.0000,0.5000,
Fixal,Ketocon,0.2500,0.0000,0.5000,
Fixal,Progut,0.2500,0.0000,0.5000,
Fixal,Romycin,0.2500,0.0000,0.5000,
Flamyd,Ketotab,0.2500,0.0000,0.5000,
Flamyd,M-Kast,0.2500,0.0000,0.5000,
Flamyd,Maxima,0.2500,0.0000,0.5000,
Flamyd,Montair,0.2500,0.0000,0.5000,
Flamyd,Montene,0.2500,0.0000,0.5000,
Flamyd,Nexum,0.2500,0.0000,0.5000,
Flamyd,Nizoder,0.2500,0.0000,0.5000,
Flamyd,Opton,0.2500,0.0000,0.5000,
Flamyd,Progut,0.2500,0.0000,0.5000,
Flamyd,Trilock,0.2500,0.0000,0.5000,
Flugal,Ketocon,0.2500,0.0000,0.5000,
Flugal,M-Kast,0.2500,0.0000,0.5000,
Flugal,Maxima,0.2500,0.0000,0.5000,
Flugal,Nexum,0.2500,0.0000,0.5000,
Ketocon,M-Kast,0.2500,0.0000,0.5000,
Ketocon,Maxima,0.2500,0.0000,0.5000,
Ketocon,Montair,0.2500,0.0000,0.5000,
Ketocon,Nidazyl,0.2500,0.0000,0.5000,
Ketocon,Rhinil,0.2500,0.0000,0.5000,
Ketoral,M-Kast,0.2500,0.0000,0.5000,
Ketoral,Montene,0.2500,0.0000,0.5000,
Ketotab,Lucan-R,0.2500,0.0000,0.5000,
Ketotab,Montene,0.2500,0.0000,0.5000,
Ketotab,Nidazyl,0.2500,0.0000,0.5000,
Ketotab,Trilock,0.2500,0.0000,0.5000,
Ketozol,Lucan-R,0.2500,0.0000,0.5000,
Ketozol,Montair,0.2500,0.0000,0.5000,
Ketozol,Montene,0.2500,0.0000,0.5000,
Ketozol,Romycin,0.2500,0.0000,0.5000,
Leptic,M-Kast,0.2500,0.0000,0.5000,
Leptic,Nidazyl,0.2500,0.0000,0.5000,
Leptic,Nizoder,0.2500,0.0000,0.5000,
Leptic,Odmon,0.2500,0.0000,0.5000,
Lucan-R,Maxima,0.2500,0.0000,0.5000,
Lucan-R,Metsina,0.2500,0.0000,0.5000,
Lucan-R,Montene,0.2500,0.0000,0.5000,
Lucan-R,Nexum,0.2500,0.0000,0.5000,
Lucan-R,Progut,0.2500,0.0000,0.5000,
Lucan-R,Romycin,0.2500,0.0000,0.5000,
Lucan-R,Zithrin,0.2500,0.0000,0.5000,
Lumona,Monas,0.2500,0.5000,0.0000,
M-Kast,Opton,0.2500,0.0000,0.5000,
Maxima,Nidazyl,0.2500,0.0000,0.5000,
Maxima,Nizoder,0.2500,0.0000,0.5000,
Maxima,Odmon,0.2500,0.0000,0.5000,
Maxima,Progut,0.2500,0.0000,0.5000,
Metsina,Nizoder,0.2500,0.0000,0.5000,
Metsina,Trilock,0.2500,0.0000,0.5000,
Montair,Progut,0.2500,0.0000,0.5000,
Montene,Progut,0.2500,0.0000,0.5000,
Montene,Rhinil,0.2500,0.0000,0.5000,
Montene,Zithrin,0.2500,0.0000,0.5000,
Nexum,Odmon,0.2500,0.0000,0.5000,
Nexum,Romycin,0.2500,0.0000,0.5000,
Nidazyl,Opton,0.2500,0.0000,0.5000,
Nidazyl,Romycin,0.2500,0.0000,0.5000,
Nizoder,Romycin,0.2500,0.0000,0.5000,
Odmon,Rhinil,0.2500,0.0000,0.5000,
Opton,Rhinil,0.2500,0.0000,0.5000,
Progut,Rhinil,0.2500,0.0000,0.5000,
Progut,Zithrin,0.2500,0.0000,0.5000,
Provair,Sergel,0.2500,0.0000,0.5000,
Romycin,Sergel,0.2500,0.0000,0.5000,
Trilock,Zithrin,0.2500,0.0000,0.5000,
Disopan,Napa Extend,0.2492,0.0909,0.4074,
Ketocon,Napa Extend,0.2492,0.0909,0.4074,
Lucan-R,Napa Extend,0.2492,0.0909,0.4074,
Napa Extend,Romycin,0.2492,0.0909,0.4074,
Azyth,Flexilax,0.2460,0.0000,0.4921,
Alatrol,Etizin,0.2417,0.0000,0.4833,
Alatrol,Fenadin,0.2417,0.0000,0.4833,
Alatrol,Ketotab,0.2417,0.0000,0.4833,
Alatrol,M-Kast,0.2417,0.0000,0.4833,
Alatrol,Metsina,0.2417,0.0000,0.4833,
Alatrol,Progut,0.2417,0.0000,0.4833,
Alatrol,Provair,0.2417,0.0000,0.4833,
Alatrol,Trilock,0.2417,0.0000,0.4833,
Amodis,Dinafex,0.2417,0.0000,0.4833,
Amodis,Nexcap,0.2417,0.0000,0.4833,
Atrizin,Esoral,0.2417,0.0000,0.4833,
Atrizin,Ketotab,0.2417,0.0000,0.4833,
Atrizin,Lucan-R,0.2417,0.0000,0.4833,
Atrizin,M-Kast,0.2417,0.0000,0.4833,
Atrizin,Nexum,0.2417,0.0000,0.4833,
Axodin,Dancel,0.2417,0.0000,0.4833,
Axodin,Filmet,0.2417,0.0000,0.4833,
Axodin,Flamyd,0.2417,0.0000,0.4833,
Axodin,Flugal,0.2417,0.0000,0.4833,
Axodin,Lucan-R,0.2417,0.0000,0.4833,
Axodin,Nidazyl,0.2417,0.0000,0.4833,
Backtone,Denixil,0.2417,0.0000,0.4833,
Backtone,Nexcap,0.2417,0.0000,0.4833,
Backtone,Tridosil,0.2417,0.0000,0.4833,
Baclofen,Exium,0.2417,0.0000,0.4833,
Baclofen,M-Kast,0.2417,0.0000,0.4833,
Baclofen,Metsina,0.2417,0.0000,0.4833,
Baclofen,Nexum,0.2417,0.0000,0.4833,
Baclofen,Nidazyl,0.2417,0.0000,0.4833,
Baclofen,Provair,0.2417,0.0000,0.4833,
Baclofen,Rhinil,0.2417,0.0000,0.4833,
Baclon,Denixil,0.2417,0.0000,0.4833,
Baclon,Esonix,0.2417,0.0000,0.4833,
Baclon,Nexcap,0.2417,0.0000,0.4833,
Baclon,Telfast,0.2417,0.0000,0.4833,
Bacmax,Ketozol,0.2417,0.0000,0.4833,
Bacmax,Leptic,0.2417,0.0000,0.4833,
Bacmax,M-Kast,0.2417,0.0000,0.4833,
Bacmax,Progut,0.2417,0.0000,0.4833,
Bacmax,Romycin,0.2417,0.0000,0.4833,
Bacmax,Trilock,0.2417,0.0000,0.4833,
Bicozin,Telfast,0.2417,0.0000,0.4833,
Canazole,Rivotril,0.2417,0.0000,0.4833,
Canazole,Telfast,0.2417,0.0000,0.4833,
Candinil,Disopan,0.2417,0.0000,0.4833,
Candinil,Filmet,0.2417,0.0000,0.4833,
Candinil,Flamyd,0.2417,0.0000,0.4833,
Candinil,Progut,0.2417,0.0000,0.4833,
Cetisoft,Flamyd,0.2417,0.0000,0.4833,
Cetisoft,Montair,0.2417,0.0000,0.4833,
Cetisoft,Montene,0.2417,0.0000,0.4833,
Cetisoft,Provair,0.2417,0.0000,0.4833,
Cetisoft,Romycin,0.2417,0.0000,0.4833,
Denixil,Nizoder,0.2417,0.0000,0.4833,
Denixil,Odmon,0.2417,0.0000,0.4833,
Denixil,Progut,0.2417,0.0000,0.4833,
Dinafex,Etizin,0.2417,0.0000,0.4833,
Dinafex,Flugal,0.2417,0.0000,0.4833,
Dinafex,Ketoral,0.2417,0.0000,0.4833,
Dinafex,Ketotab,0.2417,0.0000,0.4833,
Dinafex,Ketozol,0.2417,0.0000,0.4833,
Dinafex,Leptic,0.2417,0.0000,0.4833,
Dinafex,Metsina,0.2417,0.0000,0.4833,
Dinafex,Odmon,0.2417,0.0000,0.4833,
Dinafex,Progut,0.2417,0.0000,0.4833,
Dinafex,Provair,0.2417,0.0000,0.4833,
Disopan,Telfast,0.2417,0.0000,0.4833,
Esonix,Fixal,0.2417,0.0000,0.4833,
Esonix,Flugal,0.2417,0.0000,0.4833,
Esonix,M-Kast,0.2417,0.0000,0.4833,
Esonix,Maxima,0.2417,0.0000,0.4833,
Esonix,Nexum,0.2417,0.0000,0.4833,
Esonix,Nidazyl,0.2417,0.0000,0.4833,
Esonix,Sergel,0.2417,0.0000,0.4833,
Esonix,Trilock,0.2417,0.0000,0.4833,
Esoral,Maxpro,0.2417,0.0000,0.4833,
Esoral,Omastin,0.2417,0.0000,0.4833,
Etizin,Maxpro,0.2417,0.0000,0.4833,
Etizin,Montex,0.2417,0.0000,0.4833,
Etizin,Nexcap,0.2417,0.0000,0.4833,
Exium,Omastin,0.2417,0.0000,0.4833,
Fixal,Omastin,0.2417,0.0000,0.4833,
Flamyd,Montex,0.2417,0.0000,0.4833,
Flamyd,Tridosil,0.2417,0.0000,0.4833,
Flugal,Maxpro,0.2417,0.0000,0.4833,
Flugal,Montex,0.2417,0.0000,0.4833,
Ketoral,Montex,0.2417,0.0000,0.4833,
Ketotab,Maxpro,0.2417,0.0000,0.4833,
Ketozol,Montex,0.2417,0.0000,0.4833,
Ketozol,Omastin,0.2417,0.0000,0.4833,
Lucan-R,Montex,0.2417,0.0000,0.4833,
Lucan-R,Rivotril,0.2417,0.0000,0.4833,
Lucan-R,Telfast,0.2417,0.0000,0.4833,
M-Kast,Rivotril,0.2417,0.0000,0.4833,
Maxima,Telfast,0.2417,0.0000,0.4833,
Maxima,Tridosil,0.2417,0.0000,0.4833,
Maxpro,Nidazyl,0.2417,0.0000,0.4833,
Maxpro,Progut,0.2417,0.0000,0.4833,
Maxpro,Provair,0.2417,0.0000,0.4833,
Montene,Nexcap,0.2417,0.0000,0.4833,
Montene,Tridosil,0.2417,0.0000,0.4833,
Montex,Rhinil,0.2417,0.0000,0.4833,
Montex,Trilock,0.2417,0.0000,0.4833,
Nexcap,Progut,0.2417,0.0000,0.4833,
Nexcap,Trilock,0.2417,0.0000,0.4833,
Nexum,Omastin,0.2417,0.0000,0.4833,
Nexum,Tridosil,0.2417,0.0000,0.4833,
Nidazyl,Omastin,0.2417,0.0000,0.4833,
Odmon,Telfast,0.2417,0.0000,0.4833,
Omastin,Progut,0.2417,0.0000,0.4833,
Romycin,Telfast,0.2417,0.0000,0.4833,
Azithrocin,Lucan-R,0.2361,0.0000,0.4722,
Azithrocin,M-Kast,0.2361,0.0000,0.4722,
Azithrocin,Nexum,0.2361,0.0000,0.4722,
Backtone,Fexofast,0.2361,0.0000,0.4722,
Backtone,Flexibac,0.2361,0.0000,0.4722,
Baclon,Fexofast,0.2361,0.0000,0.4722,
Dancel,Fexofast,0.2361,0.0000,0.4722,
Fexofast,Lucan-R,0.2361,0.0000,0.4722,
Fexofast,Nidazyl,0.2361,0.0000,0.4722,
Fexofast,Romycin,0.2361,0.0000,0.4722,
Fexofast,Trilock,0.2361,0.0000,0.4722,
Fexofast,Zithrin,0.2361,0.0000,0.4722,
Flexibac,Nizoder,0.2361,0.0000,0.4722,
Flexibac,Progut,0.2361,0.0000,0.4722,
Flexibac,Provair,0.2361,0.0000,0.4722,
Flexibac,Romycin,0.2361,0.0000,0.4722,
Alatrol,Telfast,0.2333,0.0000,0.4667,
Atrizin,Bacmax,0.2333,0.0000,0.4667,
Atrizin,Maxpro,0.2333,0.0000,0.4667,
Atrizin,Nexcap,0.2333,0.0000,0.4667,
Axodin,Bacmax,0.2333,0.0000,0.4667,
Axodin,Montex,0.2333,0.0000,0.4667,
Baclofen,Denixil,0.2333,0.0000,0.4667,
Baclofen,Nexcap,0.2333,0.0000,0.4667,
Bacmax,Tridosil,0.2333,0.0000,0.4667,
Canazole,Esonix,0.2333,0.0000,0.4667,
Cetisoft,Montex,0.2333,0.0000,0.4667,
Cetisoft,Rivotril,0.2333,0.0000,0.4667,
Dancel,Esonix,0.2333,0.0000,0.4667,
Denixil,Lucan-R,0.2333,0.0000,0.4667,
Esonix,Maxpro,0.2333,0.0000,0.4667,
Maxpro,Telfast,0.2333,0.0000,0.4667,
Maxpro,Tridosil,0.2333,0.0000,0.4667,
Montex,Progut,0.2333,0.0000,0.4667,
Montex,Telfast,0.2333,0.0000,0.4667,
Nexcap,Omastin,0.2333,0.0000,0.4667,
Nexcap,Tridosil,0.2333,0.0000,0.4667,
Rivotril,Telfast,0.2333,0.0000,0.4667,
Backtone,Flexilax,0.2321,0.0000,0.4643,
Flexilax,Nizoder,0.2321,0.0000,0.4643,
Flexilax,Progut,0.2321,0.0000,0.4643,
Flexilax,Provair,0.2321,0.0000,0.4643,
Flexilax,Romycin,0.2321,0.0000,0.4643,
Atrizin,Fexofast,0.2278,0.0000,0.4556,
Azithrocin,Bacmax,0.2278,0.0000,0.4556,
Candinil,Fexofast,0.2278,0.0000,0.4556,
Fexofast,Tridosil,0.2278,0.0000,0.4556,
Flexibac,Omastin,0.2278,0.0000,0.4556,
Flexibac,Rivotril,0.2278,0.0000,0.4556,
Flexibac,Tridosil,0.2278,0.0000,0.4556,
Flugal,Napa Extend,0.2269,0.0000,0.4537,
Napa Extend,Rhinil,0.2269,0.0000,0.4537,
Napa Extend,Trilock,0.2269,0.0000,0.4537,
Flexilax,Omastin,0.2238,0.0000,0.4476,
Baclon,Flexibac,0.2222,0.0000,0.4444,
Dancel,Flexibac,0.2222,0.0000,0.4444,
Flexibac,Nidazyl,0.2222,0.0000,0.4444,
Napa Extend,Tridosil,0.2185,0.0000,0.4370,
Esoral,Ketotab,0.2143,0.4286,0.0000,
Ketoral,Renova,0.2143,0.4286,0.0000,
